"Identifiant action de formation";"Enseignements optionnels et langues de classe de 2nde GT";"Identifiant et fiche onisep lieu de cours";"UAI lieu de cours";"Libellé lieu de cours";"Adresse lieu de cours";"Boîte postale lieu de cours";"Code postal lieu de cours";"Commune lieu de cours";"Département lieu de cours";"Région lieu de cours";"Académie lieu de cours";"AF date création";"AF date de modification"
AF.2306;"Arts : arts plastiques / Arts : théâtre / Langues et cultures de l'Antiquité : latin / Management et gestion / Sciences de l'ingénieur / Sciences et laboratoire / LV1 : anglais / LV2 : allemand, espagnol";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.6899;0710042K;"Lycée polyvalent Henri Vincenot";"26 montée Saint-Claude";;71500;Louhans;Saône-et-Loire;Bourgogne-Franche-Comté;Dijon;06/06/2020;04/03/2025
AF.13748;"Allemand / Espagnol / Arts : arts plastiques / Langues et cultures de l'Antiquité : latin / LV1 : anglais / LV2 : espagnol, allemand, italien";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.12409;0740104L;"Lycée général privé Saint-François";"19 rue Fernand David";;74100;Ville-la-Grand;Haute-Savoie;Auvergne-Rhône-Alpes;Grenoble;06/06/2020;03/01/2022
AF.76704;"Chinois / Création et culture-design / Langues et cultures de l'Antiquité : latin / Management et gestion / LV1 : espagnol, anglais, allemand / LV2 : espagnol, anglais, allemand";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.15332;0783282U;"Lycée Blanche de Castille";"1 avenue de la Bretèche";;78150;"Le Chesnay-Rocquencourt";Yvelines;Ile-de-France;Versailles;06/06/2020;06/06/2020
AF.84319;"Allemand / Espagnol / Arts : arts plastiques / Biotechnologies / Création et culture-design / Santé et social / LV1 : anglais / LV2 : espagnol, allemand";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.3678;0490904S;"Lycée Jeanne Delanoue";"11 boulevard Jeanne d'Arc";"BP 60427";49304;Cholet;Maine-et-Loire;"Pays de la Loire";Nantes;06/06/2020;06/06/2020
AF.76638;"Biotechnologies / Éducation physique et sportive / Langue des signes française / Santé et social / LV1 : anglais / LV2 : espagnol, allemand, néerlandais";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.9874;0593078A;"Lycée Fondation Depoorter";"7-9 rue Depoorter";"BP 40249";59524;Hazebrouck;Nord;Hauts-de-France;Lille;06/06/2020;13/03/2023
AF.28552;"Santé et social / LV1 : anglais / LV2 : espagnol, portugais";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.9172;9730308X;"Lycée polyvalent Élie Castor";"1 allée boulevard Bellony";"BP 803";97388;Kourou;Guyane;Guyane;Guyane;06/06/2020;10/03/2025
AF.88393;"Langues et cultures de l'Antiquité : latin / LV1 : anglais / LV2 : espagnol, allemand, italien";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.8360;0030445T;"Lycée général privé Saint-Joseph";"150 boulevard de Courtais";;3100;Montluçon;Allier;Auvergne-Rhône-Alpes;Clermont-Ferrand;06/06/2020;08/11/2022
AF.61212;"Arabe / Italien / Management et gestion / Sciences de l'ingénieur / Sciences et laboratoire / LV1 : anglais / LV2 : espagnol, anglais, allemand, arabe";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.5747;0332747G;"Lycée Jean Condorcet";"89 rue Condorcet";"BP 155";33030;Bordeaux;Gironde;Nouvelle-Aquitaine;Bordeaux;06/06/2020;14/12/2022
AF.13729;"Éducation physique et sportive / Langues et cultures de l'Antiquité : latin / LV1 : espagnol, anglais / LV2 : espagnol, anglais";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.5403;0311334G;"Lycée polyvalent Edmond Rostand";"2 boulevard Charles de Gaulle";;31110;Bagnères-de-Luchon;Haute-Garonne;Occitanie;Toulouse;06/06/2020;25/01/2024
AF.72985;"Création et innovation technologiques / Sciences de l'ingénieur / LV1 : anglais / LV2 : espagnol, italien, allemand";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.4865;0300026R;"Lycée Dhuoda";"17 rue Dhuoda";"BP 71155";30913;Nîmes;Gard;Occitanie;Montpellier;06/06/2020;17/11/2022
AF.59540;"Arts : théâtre / Chinois / Création et innovation technologiques / Langues et cultures de l'Antiquité : latin / Sciences de l'ingénieur / LV1 : anglais, allemand / LV2 : espagnol, anglais, allemand, chinois";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.2272;0170060Y;"Lycée Bernard Palissy";"1 rue de Gascogne";"BP 20310";17107;Saintes;Charente-Maritime;Nouvelle-Aquitaine;Poitiers;06/06/2020;02/04/2025
AF.32886;"Arabe / Arts : cinéma-audiovisuel / Arts : histoire des arts / Langues et cultures de l'Antiquité : grec / Langues et cultures de l'Antiquité : latin / LV1 : anglais / LV2 : espagnol, allemand, italien";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.6622;0753598D;"Lycée privé Sévigné";"28 rue Pierre Nicole";;75005;Paris;Paris;Ile-de-France;Paris;06/06/2020;21/01/2025
AF.98909;"Biotechnologies / Éducation physique et sportive / Italien / Langue des signes française / Santé et social / LV1 : anglais / LV2 : espagnol, italien";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.4023;0592833J;"Lycée professionnel Les Hauts de Flandre";"Avenue Jude Blanckaert";"BP 435";59474;Seclin;Nord;Hauts-de-France;Lille;06/05/2021;13/03/2023
AF.36654;"Arts : arts plastiques / Espagnol / Langues et cultures de l'Antiquité : latin / Management et gestion / LV1 : anglais, allemand / LV2 : espagnol, anglais, allemand";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.16086;0672677W;"Lycée polyvalent Marguerite Yourcenar";"12 rue Victor Schoelcher";"BP 80050";67152;Erstein;Bas-Rhin;"Grand Est";Strasbourg;06/06/2020;06/06/2020
AF.76187;"Création et innovation technologiques / Management et gestion / Sciences de l'ingénieur / LV1 : anglais / LV2 : espagnol, arabe";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.12625;9760125G;"Lycée polyvalent Gustave Eiffel de Kahani";;"BP 04";97670;Ouangani;Mayotte;Mayotte;Mayotte;06/06/2020;06/06/2020
AF.42270;"Biotechnologies / Santé et social / Sciences et laboratoire / LV1 : anglais, allemand / LV2 : espagnol, allemand, anglais";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.9385;0761356L;"Lycée privé Providence Sainte-Thérèse";"42 rue de Le Nostre";;76000;Rouen;Seine-Maritime;Normandie;Normandie;06/06/2020;17/03/2022
AF.70906;"Management et gestion / Sciences et laboratoire / LV1 : anglais / LV2 : espagnol, allemand, italien";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.19661;0190012K;"Lycée polyvalent Simone Veil";"21 rue Évariste Galois";"BP 367";19311;Brive-la-Gaillarde;Corrèze;Nouvelle-Aquitaine;Limoges;06/06/2020;16/04/2025
AF.8063;"Arts : arts plastiques / Langues et cultures de l'Antiquité : grec / Langues et cultures de l'Antiquité : latin / LV1 : anglais / LV2 : espagnol, allemand";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.11140;0720055U;"Lycée Paul Scarron";"579 route Paul Scarron";"BP 46";72140;Sillé-le-Guillaume;Sarthe;"Pays de la Loire";Nantes;06/06/2020;10/02/2025
AF.70986;"Écologie, agronomie, territoires, développement durable / Hippologie et équitation / Italien / Langues et cultures de l'Antiquité : latin / Pratiques physiques et sportives / Pratiques professionnelles / Pratiques sociales et culturelles / LV1 : anglais / LV2 : allemand, espagnol, italien";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.14688;0596335R;"Institut d'Anchin";"Route de Rieulay, Abbaye d'Anchin";;59146;Pecquencourt;Nord;Hauts-de-France;Lille;06/06/2020;17/02/2026
AF.78502;"Chinois / Espagnol / Éducation physique et sportive / Langue des signes française / Langues et cultures de l'Antiquité : latin / Santé et social / LV1 : espagnol, anglais / LV2 : espagnol, anglais, allemand, chinois";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.8911;0320051G;"Lycée général et technologique privé Oratoire Sainte-Marie";"50 bis rue Victor Hugo";"BP 50061";32002;Auch;Gers;Occitanie;Toulouse;06/06/2020;30/01/2024
AF.65080;"Langues et cultures de l'Antiquité : latin / Occitan / LV1 : espagnol, anglais / LV2 : espagnol, anglais";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.2473;0650001Y;"Lycée climatique René Billères";"6 avenue Marcel Lemettre";"BP 103";65402;Argelès-Gazost;Hautes-Pyrénées;Occitanie;Toulouse;06/06/2020;17/04/2023
AF.48023;"Création et innovation technologiques / Sciences de l'ingénieur / Sciences et laboratoire / LV1 : anglais / LV2 : espagnol, allemand, italien";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.19446;0630021F;"Lycée polyvalent La Fayette";"21 boulevard Robert Schuman, La Pardieu";"BP 90053";63064;Clermont-Ferrand;Puy-de-Dôme;Auvergne-Rhône-Alpes;Clermont-Ferrand;06/06/2020;06/06/2020
AF.88426;"Chinois / Italien / Langues et cultures de l'Antiquité : grec / Langues et cultures de l'Antiquité : latin / Sciences de l'ingénieur / LV1 : anglais, allemand / LV2 : espagnol, anglais, allemand";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.7366;0753873C;"Lycée privé Fénelon Sainte-Marie La Plaine Monceau";"47 rue de Naples";;75008;Paris;Paris;Ile-de-France;Paris;06/06/2020;06/06/2020
AF.25042;"Arts : arts plastiques / Arts : théâtre / Italien / Langues et cultures de l'Antiquité : latin / LV1 : anglais, allemand / LV2 : espagnol, anglais, allemand, italien";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.3315;0380081G;"Lycée polyvalent Ella Fitzgerald";"4 route départementale 502, Saint-Romain-en-Gal (69 560)";"CS 01019";38200;Vienne;Isère;Auvergne-Rhône-Alpes;Grenoble;06/06/2020;23/11/2021
AF.84688;"Arts : arts plastiques / Arts : musique / Arts : théâtre / Biotechnologies / Culture et pratique de la danse / Culture et pratique de la musique / Culture et pratique du théâtre / Éducation physique et sportive / Santé et social / LV1 : anglais / LV2 : allemand, espagnol";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.6509;0290340M;"Estran - Lycée Fénelon";"105 chemin de Ker Stears";"CS 73817";29238;Brest;Finistère;Bretagne;Rennes;06/06/2020;11/04/2024
AF.24998;"Écologie, agronomie, territoires, développement durable / Langues et cultures de l'Antiquité : latin / Pratiques professionnelles / Pratiques sociales et culturelles / LV1 : anglais / LV2 : allemand";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.5341;0595012C;"Institut d'enseignement technologique privé";"13 route de Warhem";"BP 26";59492;Hoymille;Nord;Hauts-de-France;Lille;06/06/2020;28/01/2022
AF.13613;"Arts : arts plastiques / Arts : cinéma-audiovisuel / Arts : théâtre / Italien / Langues et cultures de l'Antiquité : latin / LV1 : anglais, allemand, chinois / LV2 : espagnol, anglais, allemand, chinois, italien";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.11493;0750668U;"Lycée Jacques Decour";"12 avenue Trudaine";;75009;Paris;Paris;Ile-de-France;Paris;06/06/2020;20/01/2025
AF.7908;"Arts : arts plastiques / Création et innovation technologiques / Éducation physique et sportive / Langues et cultures de l'Antiquité : latin / Santé et social / Sciences de l'ingénieur / LV1 : anglais, allemand, espagnol / LV2 : espagnol, anglais, allemand";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.6393;0610026X;"Lycée polyvalent Napoléon";"15 rue des Sports";"BP 207";61306;L'Aigle;Orne;Normandie;Normandie;06/06/2020;14/02/2022
AF.88499;"Hébreu moderne / Arabe / Langues et cultures de l'Antiquité : grec / Langues et cultures de l'Antiquité : latin / LV1 : anglais, italien / LV2 : espagnol, anglais, allemand, arabe";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.1041;0310036W;"Lycée général Pierre de Fermat";"3 allée Maurice Prin";"BP 91021";31010;Toulouse;Haute-Garonne;Occitanie;Toulouse;06/06/2020;11/04/2023
AF.7853;"Arts : musique / Éducation physique et sportive / Espagnol / Allemand / Langues et cultures de l'Antiquité : latin / LV1 : anglais / LV2 : espagnol, allemand";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.2264;0761707T;"Lycée privé La Providence";"Chemin des vertus";;76200;Dieppe;Seine-Maritime;Normandie;Normandie;06/06/2020;17/03/2022
AF.19358;"Arts : arts plastiques / Création et innovation technologiques / Éducation physique et sportive / Langues et cultures de l'Antiquité : latin / Management et gestion / Sciences de l'ingénieur / Sciences et laboratoire / LV1 : anglais, allemand / LV2 : espagnol, anglais, allemand, italien";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.12892;0800007Y;"Lycée polyvalent Lamarck";"198 avenue Robert Solente";;80300;Albert;Somme;Hauts-de-France;Amiens;06/06/2020;11/03/2021
AF.42245;"Arts : arts plastiques / Arts : cinéma-audiovisuel / Arts : musique / Langues et cultures de l'Antiquité : grec / Langues et cultures de l'Antiquité : latin / Russe / LV1 : anglais, espagnol, allemand, italien, russe / LV2 : allemand, anglais, espagnol, italien, russe";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.11400;0450049J;"Lycée Pothier";"2 bis rue Marcel Proust";;45044;Orléans;Loiret;"Centre-Val de Loire";Orléans-Tours;06/06/2020;05/02/2026
AF.13585;"Biotechnologies / Écologie, agronomie, territoires, développement durable / Hippologie et équitation / Pratiques sociales et culturelles / Sciences et laboratoire / LV1 : anglais / LV2 : espagnol";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.12639;0150037J;"LEGTA-ENILV Georges Pompidou";"11 rue de Salers";"BP 537";15005;Aurillac;Cantal;Auvergne-Rhône-Alpes;Clermont-Ferrand;06/06/2020;30/08/2023
AF.30942;"Arts : arts plastiques / Langues et cultures de l'Antiquité : latin / Management et gestion / Santé et social / Sciences et laboratoire / LV1 : anglais / LV2 : espagnol, allemand, italien";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.5549;0381683Y;"Lycée général et technologique privé Notre-Dame des Victoires";"1 rue de la terrasse";"BP 236";38506;Voiron;Isère;Auvergne-Rhône-Alpes;Grenoble;06/06/2020;25/11/2021
AF.76649;"Arts : arts plastiques / Arts : histoire des arts / Éducation physique et sportive / Langues et cultures de l'Antiquité : latin / Management et gestion / LV1 : anglais, allemand / LV2 : anglais, allemand, espagnol";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.11326;0290030A;"Lycée polyvalent Pierre Guéguin";"Cours Charlemagne";"BP 240";29182;Concarneau;Finistère;Bretagne;Rennes;06/06/2020;10/04/2024
AF.30994;"Arts : théâtre / Langue des signes française / Langues et cultures de l'Antiquité : grec / Langues et cultures de l'Antiquité : latin / Russe / Italien / LV1 : espagnol, anglais / LV2 : espagnol, anglais, russe, italien, allemand";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.15846;0340038G;"Lycée Joffre";"150 Allée de la Citadelle";;34060;Montpellier;Hérault;Occitanie;Montpellier;06/06/2020;03/12/2021
AF.70884;"Arts : arts plastiques / Création et innovation technologiques / Éducation physique et sportive / Langues et cultures de l'Antiquité : latin / Management et gestion / Sciences et laboratoire / LV1 : anglais / LV2 : espagnol, italien";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.10843;0040003G;"Lycée polyvalent André Honnorat";"1 rue André Honnorat";;4400;Barcelonnette;Alpes-de-Haute-Provence;"Provence-Alpes-Côte d'Azur";Aix-Marseille;06/06/2020;18/12/2024
AF.76597;"Arts : arts plastiques / Langues et cultures de l'Antiquité : grec / Langues et cultures de l'Antiquité : latin / LV1 : espagnol, anglais, allemand / LV2 : espagnol, anglais, allemand";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.15375;0940877T;"Lycée Notre-Dame de la Providence";"41 rue de Fontenay";;94300;Vincennes;Val-de-Marne;Ile-de-France;Créteil;06/06/2020;06/06/2020
AF.110410;"Arts : théâtre / Langues et cultures de l'Antiquité : latin / LV1 : anglais / LV2 : allemand, espagnol";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.22945;0624531N;"Lycée général et technologique privé Sainte Austreberthe";"22 rue de la licorne";;62170;Montreuil;Pas-de-Calais;Hauts-de-France;Lille;06/10/2022;13/02/2026
AF.19372;"Arts : arts plastiques / Italien / LV1 : anglais / LV2 : espagnol, allemand";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.12636;0631032E;"Lycée général privé Saint-Pierre";"Rue Saint-Pierre";"BP 10";63120;Courpière;Puy-de-Dôme;Auvergne-Rhône-Alpes;Clermont-Ferrand;06/06/2020;06/06/2020
AF.42251;"Biotechnologies / Éducation physique et sportive / Langues et cultures de l'Antiquité : latin / Management et gestion / Russe / Arabe / Santé et social / Sciences et laboratoire / LV1 : anglais, allemand / LV2 : espagnol, anglais, allemand, russe";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.11222;0950649P;"Lycée Camille Pissarro";"1 rue Henri Matisse";;95300;Pontoise;Val-d'Oise;Ile-de-France;Versailles;06/06/2020;22/05/2023
AF.88386;"Arts : arts plastiques / Arts : musique / Langues et cultures de l'Antiquité : grec / Langues et cultures de l'Antiquité : latin / Management et gestion / LV1 : anglais, allemand / LV2 : espagnol, anglais, allemand";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.14774;0783286Y;"Lycée Saint-Érembert";"5 rue Salomon Reinach";;78100;Saint-Germain-en-Laye;Yvelines;Ile-de-France;Versailles;06/06/2020;06/06/2020
AF.65235;"Écologie, agronomie, territoires, développement durable / Hippologie et équitation / Pratiques physiques et sportives / LV1 : espagnol, anglais / LV2 : espagnol, anglais";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.4858;0341477W;"Lycée d'enseignement agricole privé Bonne Terre";"Route de Béziers";;34120;Pézenas;Hérault;Occitanie;Montpellier;06/06/2020;06/03/2025
AF.30962;"Arts : arts plastiques / Éducation physique et sportive / Management et gestion / LV1 : anglais, espagnol / LV2 : espagnol, anglais, allemand";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.8849;0140056K;"Lycée Albert Sorel";"Avenue du Labrador";;14600;Honfleur;Calvados;Normandie;Normandie;06/06/2020;10/02/2022
AF.88234;"Arts : théâtre / Éducation physique et sportive / Italien / Langues et cultures de l'Antiquité : grec / Langues et cultures de l'Antiquité : latin / Management et gestion / LV1 : anglais, allemand / LV2 : anglais, allemand, espagnol, italien";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.10428;0560114V;"Lycée Saint-François Xavier";"3 rue Thiers";;56000;Vannes;Morbihan;Bretagne;Rennes;06/06/2020;12/04/2024
AF.36716;"Création et innovation technologiques / Italien / Langues et cultures de l'Antiquité : latin / Management et gestion / Sciences et laboratoire / LV1 : anglais / LV2 : espagnol, allemand";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.2617;0911983L;"Lycée Jules Verne";"49 rue d'Arpajon";;91470;Limours;Essonne;Ile-de-France;Versailles;06/06/2020;06/06/2020
