"Identifiant action de formation";"Enseignements de spécialité de classe de 1ère générale";"Identifiant et fiche onisep lieu de cours";"UAI lieu de cours";"Libellé lieu de cours";"Adresse lieu de cours";"Boîte postale lieu de cours";"Code postal lieu de cours";"Commune lieu de cours";"Département lieu de cours";"Région lieu de cours";"Académie lieu de cours";"AF date création";"AF date de modification"
AF.29537;"sciences économiques et sociales / humanités, littérature et philosophie / sciences de l'ingénieur / histoire-géographie, géopolitique et sciences politiques / mathématiques / numérique et sciences informatiques / physique-chimie / sciences de la vie et de la Terre / LLCER anglais";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.6762;0110007Y;"Lycée polyvalent Jules Fil";"Boulevard I. et F. Joliot Curie";"CS 50076";11890;Carcassonne;Aude;Occitanie;Montpellier;06/06/2020;29/03/2021
AF.29546;"sciences économiques et sociales / humanités, littérature et philosophie / histoire-géographie, géopolitique et sciences politiques / mathématiques / physique-chimie / sciences de la vie et de la Terre / LLCER anglais / numérique et sciences informatiques / LLCER anglais - monde contemporain";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.14416;0260071L;"Lycée général privé Saint-Victor";"3 rue de la Cécile";;26000;Valence;Drôme;Auvergne-Rhône-Alpes;Grenoble;06/06/2020;10/06/2021
AF.29552;"sciences économiques et sociales / sciences de l'ingénieur / histoire-géographie, géopolitique et sciences politiques / mathématiques / littérature et langues et cultures de l'Antiquité / numérique et sciences informatiques / physique-chimie / sciences de la vie et de la Terre / LLCER anglais / éducation physique, pratiques et culture sportives";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.10817;0500017X;"Lycée Alexis de Tocqueville";"34 avenue Henri Poincaré";"BP 308";50100;Cherbourg-en-Cotentin;Manche;Normandie;Normandie;06/06/2020;03/02/2025
AF.29564;"sciences économiques et sociales / humanités, littérature et philosophie / histoire-géographie, géopolitique et sciences politiques / mathématiques / physique-chimie / sciences de la vie et de la Terre / LLCER anglais / LLCER espagnol / LLCER anglais - monde contemporain / LLCER créole";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.14646;9710921Z;"Lycée général et technologique Félix Proto";"Morne l'Epingle";"BP 230";97139;"Les Abymes";Guadeloupe;Guadeloupe;Guadeloupe;06/06/2020;02/03/2021
AF.29570;"humanités, littérature et philosophie / sciences de l'ingénieur / histoire-géographie, géopolitique et sciences politiques / mathématiques / numérique et sciences informatiques / physique-chimie / sciences de la vie et de la Terre / éducation physique, pratiques et culture sportives / sciences économiques et sociales / LLCER anglais - monde contemporain";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.3162;0420014M;"Lycée Jacob Holtzer";"5 rue Michelet";"BP 170";42704;Firminy;Loire;Auvergne-Rhône-Alpes;Lyon;06/06/2020;06/02/2025
AF.29577;"sciences économiques et sociales / humanités, littérature et philosophie / histoire-géographie, géopolitique et sciences politiques / mathématiques / littérature et langues et cultures de l'Antiquité / numérique et sciences informatiques / physique-chimie / sciences de la vie et de la Terre / LLCER anglais - monde contemporain / LLCER anglais / LLCER espagnol / LLCER italien / LLCER allemand";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.4748;0340040J;"Lycée polyvalent Jules Guesde";"110 avenue de Lodève";;34060;Montpellier;Hérault;Occitanie;Montpellier;06/06/2020;15/06/2023
AF.29578;"sciences économiques et sociales / humanités, littérature et philosophie / histoire-géographie, géopolitique et sciences politiques / LLCER anglais / mathématiques / physique-chimie / sciences de la vie et de la Terre";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.6218;0720027N;"Lycée polyvalent de Perseigne";"Rue Jean Jaurès";"BP 89";72600;Mamers;Sarthe;"Pays de la Loire";Nantes;06/06/2020;10/02/2025
AF.29584;"numérique et sciences informatiques / sciences de l'ingénieur / histoire-géographie, géopolitique et sciences politiques / LLCER allemand / LLCER anglais / LLCER anglais - monde contemporain / mathématiques / physique-chimie / sciences de la vie et de la Terre / sciences économiques et sociales / éducation physique, pratiques et culture sportives";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.2347;0350029S;"Lycée Joliot Curie";"144 boulevard de Vitré";"BP 80314";35703;Rennes;Ille-et-Vilaine;Bretagne;Rennes;06/06/2020;12/04/2022
AF.29591;"sciences économiques et sociales / histoire-géographie, géopolitique et sciences politiques / LLCER anglais / mathématiques / physique-chimie / sciences de la vie et de la Terre / LLCER anglais - monde contemporain";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.14794;0592929N;"Lycée Sainte-Thérèse";"4 place Guillemin";"BP 53";59362;Avesnes-sur-Helpe;Nord;Hauts-de-France;Lille;06/06/2020;13/02/2026
AF.29603;"LLCER anglais - monde contemporain / histoire-géographie, géopolitique et sciences politiques / humanités, littérature et philosophie / mathématiques / numérique et sciences informatiques / physique-chimie / sciences de la vie et de la Terre / sciences de l'ingénieur / sciences économiques et sociales";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.8945;0740006E;"Lycée polyvalent Louis Lachenal";"335 route de Champ Farçon, Argonay";"BP 38";74372;Annecy;Haute-Savoie;Auvergne-Rhône-Alpes;Grenoble;06/06/2020;05/02/2021
AF.29612;"sciences économiques et sociales / humanités, littérature et philosophie / histoire-géographie, géopolitique et sciences politiques / LLCER anglais / mathématiques / numérique et sciences informatiques / physique-chimie / sciences de la vie et de la Terre / LLCER anglais - monde contemporain";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.5325;0620062F;"Lycée général et technologique Pierre de Coubertin";"320 boulevard du 8 Mai";;62225;Calais;Pas-de-Calais;Hauts-de-France;Lille;06/06/2020;12/02/2026
AF.29620;"numérique et sciences informatiques / histoire-géographie, géopolitique et sciences politiques / humanités, littérature et philosophie / LLCER anglais / LLCER espagnol / mathématiques / physique-chimie / sciences de la vie et de la Terre / sciences économiques et sociales";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.11970;0290171D;"Lycée Sainte-Thérèse";"56 avenue de Remscheid";;29337;Quimper;Finistère;Bretagne;Rennes;06/06/2020;27/03/2024
AF.29627;"sciences économiques et sociales / humanités, littérature et philosophie / histoire-géographie, géopolitique et sciences politiques / mathématiques / physique-chimie / sciences de la vie et de la Terre / langues, littératures et cultures étrangères et régionales";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.2619;0783289B;"Lycée Notre-Dame";"5 rue de la Sangle";;78200;Mantes-la-Jolie;Yvelines;Ile-de-France;Versailles;06/06/2020;06/06/2020
AF.29642;"sciences économiques et sociales / humanités, littérature et philosophie / sciences de l'ingénieur / histoire-géographie, géopolitique et sciences politiques / LLCER anglais / mathématiques / physique-chimie / sciences de la vie et de la Terre";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.10054;0931799A;"Lycée général privé Fénelon";"1 rue de Montauban";;93410;Vaujours;Seine-Saint-Denis;Ile-de-France;Créteil;06/06/2020;15/02/2022
AF.29651;"numérique et sciences informatiques / sciences de l'ingénieur / histoire-géographie, géopolitique et sciences politiques / humanités, littérature et philosophie / LLCER anglais / LLCER anglais - monde contemporain / mathématiques / physique-chimie / sciences de la vie et de la Terre / sciences économiques et sociales / éducation physique, pratiques et culture sportives";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.16041;0560026Z;"Lycée polyvalent Jean-Baptiste Colbert";"117 boulevard Léon Blum";"BP 2135";56321;Lorient;Morbihan;Bretagne;Rennes;06/06/2020;11/04/2022
AF.30559;"sciences économiques et sociales / histoire-géographie, géopolitique et sciences politiques / mathématiques / physique-chimie / sciences de la vie et de la Terre / LLCER anglais - monde contemporain";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.5186;0682072H;"Lycée privé Institution Champagnat";"1 rue Saint-Marcellin Champagnat";;68500;Issenheim;Haut-Rhin;"Grand Est";Strasbourg;06/06/2020;15/01/2026
AF.32704;"histoire-géographie, géopolitique et sciences politiques / humanités, littérature et philosophie / LLCER anglais / mathématiques / physique-chimie / sciences de la vie et de la Terre / sciences économiques et sociales / littérature et langues et cultures de l'Antiquité / numérique et sciences informatiques / sciences de l'ingénieur / éducation physique, pratiques et culture sportives";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.16445;0890005X;"Lycée polyvalent Fourier Saint-Germain";"16 rue Raymond Poincaré";"BP 26";89010;Auxerre;Yonne;Bourgogne-Franche-Comté;Dijon;06/06/2020;28/02/2025
AF.134225;"sciences de l'ingénieur / sciences de la vie et de la Terre / physique-chimie / histoire-géographie, géopolitique et sciences politiques / mathématiques / numérique et sciences informatiques / sciences économiques et sociales / humanités, littérature et philosophie / LLCER anglais / LLCER anglais - monde contemporain";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.24218;0333583R;"Lycée polyvalent Robert Badinter";"17 route de Camblanes";;33670;Créon;Gironde;Nouvelle-Aquitaine;Bordeaux;08/01/2025;14/03/2025
AF.135862;"LLCER anglais - monde contemporain / histoire-géographie, géopolitique et sciences politiques / physique-chimie / sciences de la vie et de la Terre / mathématiques / sciences économiques et sociales";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.17977;0750692V;"Lycée Émile Dubois";"14 rue Émile Dubois";;75014;Paris;Paris;Ile-de-France;Paris;18/02/2025;06/03/2026
AF.137487;"numérique et sciences informatiques / sciences économiques et sociales / histoire-géographie, géopolitique et sciences politiques / LLCER anglais / physique-chimie / sciences de la vie et de la Terre / humanités, littérature et philosophie / mathématiques";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.23221;0912433A;"Lycée international Palaiseau Paris-Saclay";"19 cours Pierre Vasseur";;91120;Palaiseau;Essonne;Ile-de-France;Versailles;10/04/2025;10/04/2025
AF.13750;"sciences économiques et sociales / humanités, littérature et philosophie / sciences de l'ingénieur / histoire-géographie, géopolitique et sciences politiques / LLCER anglais / mathématiques / littérature et langues et cultures de l'Antiquité / physique-chimie / sciences de la vie et de la Terre / numérique et sciences informatiques / LLCER anglais - monde contemporain";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.12380;0250010A;"Lycée général et technologique Louis Pergaud";"91-93 boulevard Léon Blum";"BP 979";25022;Besançon;Doubs;Bourgogne-Franche-Comté;Besançon;06/06/2020;07/04/2025
AF.142041;"arts : histoire des arts / humanités, littérature et philosophie / mathématiques / physique-chimie / sciences économiques et sociales / sciences de la vie et de la Terre / histoire-géographie, géopolitique et sciences politiques / LLCER anglais";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.17537;0802140S;"Micro-lycée du lycée Jean-Baptiste Delambre";"3 rue Montaigne, Cité scolaire";;80080;Amiens;Somme;Hauts-de-France;Amiens;29/09/2025;29/09/2025
AF.145818;"arts : arts plastiques / humanités, littérature et philosophie / langues, littératures et cultures étrangères et régionales / mathématiques / physique-chimie / histoire-géographie, géopolitique et sciences politiques / sciences de la vie et de la Terre / sciences économiques et sociales";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.11335;0951090U;"Lycée Pierre Mendès France";"1 rue de Goussainville";"BP 68";95400;Villiers-le-Bel;Val-d'Oise;Ile-de-France;Versailles;23/02/2026;23/02/2026
AF.17385;"sciences économiques et sociales / arts : histoire des arts / arts : musique / humanités, littérature et philosophie / histoire-géographie, géopolitique et sciences politiques / mathématiques / numérique et sciences informatiques / physique-chimie / sciences de la vie et de la Terre / langues, littératures et cultures étrangères et régionales";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.9188;0910626L;"Lycée Blaise Pascal";"18 rue Alexander Fleming";"BP 55";91401;Orsay;Essonne;Ile-de-France;Versailles;06/06/2020;06/06/2020
AF.17595;"histoire-géographie, géopolitique et sciences politiques / humanités, littérature et philosophie / LLCER anglais / mathématiques / physique-chimie / sciences de la vie et de la Terre / sciences économiques et sociales / arts : arts plastiques";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.6891;0210003P;"Lycée polyvalent Prieur de la Côte-d'Or";"6 rue Vauban";;21130;Auxonne;Côte-d'Or;Bourgogne-Franche-Comté;Dijon;06/06/2020;03/03/2025
AF.17690;"numérique et sciences informatiques / histoire-géographie, géopolitique et sciences politiques / humanités, littérature et philosophie / LLCER anglais / mathématiques / physique-chimie / sciences de la vie et de la Terre / sciences économiques et sociales";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.6167;0220056S;"Lycée Rabelais";"8 rue Rabelais";"BP 2255";22022;Saint-Brieuc;Côtes-d'Armor;Bretagne;Rennes;06/06/2020;12/04/2022
AF.17701;"sciences économiques et sociales / arts : histoire des arts / humanités, littérature et philosophie / sciences de l'ingénieur / histoire-géographie, géopolitique et sciences politiques / LLCER anglais / mathématiques / numérique et sciences informatiques / physique-chimie / sciences de la vie et de la Terre / LLCER anglais - monde contemporain";https://www.onisep.fr/http/redirection/etablissement/slug/ENS.12330;0932047V;"Lycée polyvalent Évariste Galois";"32 avenue Montaigne";;93165;Noisy-le-Grand;Seine-Saint-Denis;Ile-de-France;Créteil;06/06/2020;23/02/2026
